date,state,hospitalizedCurrently,death,positiveIncrease
2020-04-12,WI,442,144,142
2020-04-12,WV,81,8,34
2020-04-12,WY,,0,0
2020-04-11,AK,,8,11
2020-04-11,AL,,91,223
2020-04-11,AR,86,24,55
2020-04-11,AS,,,0
2020-04-11,AZ,,108,281
2020-04-11,CA,5236,609,1143
2020-04-11,CO,841,250,0
2020-04-11,CT,1593,494,972
2020-04-11,DC,,47,118
2020-04-11,DE,190,43,153
2020-04-11,FL,,438,963
2020-04-11,GA,,428,676
2020-04-11,GU,14,5,3
2020-04-11,HI,,8,23
2020-04-11,IA,118,34,122
2020-04-11,ID,61,25,43
2020-04-11,IL,3680,677,1293
2020-04-11,IN,,330,528
2020-04-11,KS,,55,102
2020-04-11,KY,271,90,0
2020-04-11,LA,2067,806,761
2020-04-11,MA,2507,946,1888
2020-04-11,MD,,298,726
2020-04-11,ME,,19,30
2020-04-11,MI,3636,2081,808
2020-04-11,MN,145,64,74
2020-04-11,MO,506,109,225
2020-04-11,MP,,2,0
2020-04-11,MS,,93,173
2020-04-11,MT,21,6,12
2020-04-11,NC,362,80,404
2020-04-11,ND,10,7,15
2020-04-11,NE,,17,65
2020-04-11,NH,,22,66
2020-04-11,NJ,7618,2183,3563
2020-04-11,NM,75,19,0
2020-04-11,NV,282,125,116
2020-04-11,NY,18654,8627,9946
2020-04-11,OH,,247,372
2020-04-11,OK,383,94,74
2020-04-11,OR,140,48,50
2020-04-11,PA,2115,494,1676
2020-04-11,PR,,42,63
2020-04-11,RI,183,56,280
2020-04-11,SC,,80,142
2020-04-11,SD,,6,90
2020-04-11,TN,411,101,252
2020-04-11,TX,1514,254,890
2020-04-11,UT,,18,104
2020-04-11,VA,1252,130,568
2020-04-11,VI,3,1,1
2020-04-11,VT,77,25,20
2020-04-11,WA,649,494,210
2020-04-11,WI,444,137,157
2020-04-11,WV,85,5,23
2020-04-11,WY,,0,8
2020-04-10,AK,,7,11
2020-04-10,AL,,80,199
2020-04-10,AR,86,23,52
2020-04-10,AS,,0,0
2020-04-10,AZ,,97,94
2020-04-10,CA,2897,541,1163
2020-04-10,CO,842,250,855
2020-04-10,CT,1562,448,754
2020-04-10,DC,,38,137
2020-04-10,DE,181,36,119
2020-04-10,FL,,390,1167
2020-04-10,GA,,416,917
2020-04-10,GU,14,4,2
2020-04-10,HI,,6,7
2020-04-10,IA,125,31,118
2020-04-10,ID,67,24,121
2020-04-10,IL,3680,596,1465
2020-04-10,IN,,300,556
2020-04-10,KS,,50,60
2020-04-10,KY,271,90,347
2020-04-10,LA,2054,755,970
2020-04-10,MA,2435,832,2035
2020-04-10,MD,,255,783
2020-04-10,ME,,17,26
2020-04-10,MI,3823,1917,1076
2020-04-10,MN,143,57,95
2020-04-10,MO,568,96,260
2020-04-10,MP,,2,0
2020-04-10,MS,,82,209
2020-04-10,MT,29,6,11
2020-04-10,NC,423,74,257
2020-04-10,ND,13,6,9
2020-04-10,NE,,15,68
2020-04-10,NH,,21,31
2020-04-10,NJ,7570,1932,3561
2020-04-10,NM,73,19,226
2020-04-10,NV,282,120,128
2020-04-10,NY,18569,7844,10575
2020-04-10,OH,,231,366
2020-04-10,OK,186,88,110
2020-04-10,OR,146,44,0
2020-04-10,PA,2072,416,1751
2020-04-10,PR,,39,42
2020-04-10,RI,169,49,404
2020-04-10,SC,,72,273
2020-04-10,SD,,6,89
2020-04-10,TN,561,98,228
2020-04-10,TX,1532,226,1441
2020-04-10,UT,,17,126
2020-04-10,VA,1238,121,467
2020-04-10,VI,3,1,4
2020-04-10,VT,32,24,33
2020-04-10,WA,642,476,277
2020-04-10,WI,,128,222
2020-04-10,WV,85,5,31
2020-04-10,WY,,0,23
2020-04-09,AK,,7,9
2020-04-09,AL,,74,400
2020-04-09,AR,73,21,119
2020-04-09,AS,,0,0
2020-04-09,AZ,,89,292
2020-04-09,CA,2825,492,1352
2020-04-09,CO,848,193,226
2020-04-09,CT,1464,380,2003
2020-04-09,DC,,32,83
2020-04-09,DE,201,34,279
2020-04-09,FL,,354,909
2020-04-09,GA,,379,665
2020-04-09,GU,14,4,3
2020-04-09,HI,,5,25
2020-04-09,IA,122,29,125
2020-04-09,ID,70,18,22
2020-04-09,IL,3680,528,1344
2020-04-09,IN,,245,408
2020-04-09,KS,,42,60
2020-04-09,KY,,73,197
2020-04-09,LA,2014,702,1253
2020-04-09,MA,2302,725,2151
2020-04-09,MD,,221,656
2020-04-09,ME,,16,23
2020-04-09,MI,3826,1756,1032
2020-04-09,MN,145,50,103
2020-04-09,MO,568,77,212
2020-04-09,MP,,2,0
2020-04-09,MS,,76,257
2020-04-09,MT,13,6,22
2020-04-09,NC,398,65,225
2020-04-09,ND,14,5,18
2020-04-09,NE,,14,48
2020-04-09,NH,,18,0
2020-04-09,NJ,7363,1700,3590
2020-04-09,NM,59,16,71
2020-04-09,NV,282,110,138
2020-04-09,NY,18279,7067,10621
2020-04-09,OH,,213,364
2020-04-09,OK,188,80,160
2020-04-09,OR,146,44,82
2020-04-09,PA,2051,338,1989
2020-04-09,PR,,33,63
2020-04-09,RI,160,43,279
2020-04-09,SC,,67,240
2020-04-09,SD,,6,54
2020-04-09,TN,639,94,272
2020-04-09,TX,1439,199,877
2020-04-09,UT,,13,130
2020-04-09,VA,669,109,397
2020-04-09,VI,,1,1
2020-04-09,VT,33,23,49
2020-04-09,WA,650,459,287
2020-04-09,WI,,111,164
2020-04-09,WV,,5,61
2020-04-09,WY,,0,9
2020-04-08,AK,,7,13
2020-04-08,AL,,66,250
2020-04-08,AR,76,18,54
2020-04-08,AS,,0,0
2020-04-08,AZ,,80,151
2020-04-08,CA,2714,442,1092
2020-04-08,CO,833,179,257
2020-04-08,CT,1308,277,0
2020-04-08,DC,,27,229
2020-04-08,DE,147,32,0
2020-04-08,FL,,309,708
2020-04-08,GA,,362,1083
2020-04-08,GU,21,4,4
2020-04-08,HI,,5,23
2020-04-08,IA,122,27,97
2020-04-08,ID,62,15,40
2020-04-08,IL,3680,462,1529
2020-04-08,IN,,203,436
2020-04-08,KS,,38,146
2020-04-08,KY,,65,141
2020-04-08,LA,1983,652,746
2020-04-08,MA,2119,615,1588
2020-04-08,MD,,191,1158
2020-04-08,ME,,14,18
2020-04-08,MI,,1600,1100
2020-04-08,MN,135,39,102
2020-04-08,MO,519,58,290
2020-04-08,MP,,2,3
2020-04-08,MS,,67,88
2020-04-08,MT,,6,13
2020-04-08,NC,386,53,205
2020-04-08,ND,16,4,14
2020-04-08,NE,,12,72
2020-04-08,NH,,18,73
2020-04-08,NJ,7026,1504,3021
2020-04-08,NM,51,13,108
2020-04-08,NV,282,101,231
2020-04-08,NY,18079,6268,10453
2020-04-08,OH,,193,366
2020-04-08,OK,188,79,52
2020-04-08,OR,156,33,58
2020-04-08,PA,1898,309,1680
2020-04-08,PR,,24,47
2020-04-08,RI,143,35,273
2020-04-08,SC,,63,135
2020-04-08,SD,,6,73
2020-04-08,TN,708,79,224
2020-04-08,TX,1491,177,1091
2020-04-08,UT,,13,108
2020-04-08,VA,,75,312
2020-04-08,VI,,1,2
2020-04-08,VT,35,23,23
2020-04-08,WA,655,443,284
2020-04-08,WI,,99,215
2020-04-08,WV,,4,50
2020-04-08,WY,,0,5
2020-04-07,AK,,6,22
2020-04-07,AL,,56,151
2020-04-07,AR,74,16,71
2020-04-07,AS,,0,0
2020-04-07,AZ,,73,119
2020-04-07,CA,2611,374,1529
2020-04-07,CO,786,150,222
2020-04-07,CT,1308,277,875
2020-04-07,DC,,22,114
2020-04-07,DE,147,28,255
2020-04-07,FL,,296,1423
2020-04-07,GA,,329,1504
2020-04-07,GU,21,4,8
2020-04-07,HI,,5,16
2020-04-07,IA,104,26,102
2020-04-07,ID,67,13,69
2020-04-07,IL,3680,380,1287
2020-04-07,IN,,173,563
2020-04-07,KS,,27,55
2020-04-07,KY,,59,53
2020-04-07,LA,1996,582,1417
2020-04-07,MA,1831,515,1365
2020-04-07,MD,,160,326
2020-04-07,ME,,12,20
2020-04-07,MI,,1449,1179
2020-04-07,MN,120,34,102
2020-04-07,MO,508,53,315
2020-04-07,MP,,2,0
2020-04-07,MS,,59,177
2020-04-07,MT,,6,20
2020-04-07,NC,354,46,351
2020-04-07,ND,18,4,12
2020-04-07,NE,,10,38
2020-04-07,NH,,9,46
2020-04-07,NJ,7017,1232,3326
2020-04-07,NM,48,12,62
2020-04-07,NV,282,91,134
2020-04-07,NY,17493,5489,8174
2020-04-07,OH,,167,332
2020-04-07,OK,186,67,145
2020-04-07,OR,,33,49
2020-04-07,PA,1665,240,1579
2020-04-07,PR,,23,60
2020-04-07,RI,123,30,261
2020-04-07,SC,,51,368
2020-04-07,SD,,6,32
2020-04-07,TN,802,72,336
2020-04-07,TX,1252,154,986
2020-04-07,UT,,13,63
2020-04-07,VA,,63,455
2020-04-07,VI,,1,0
2020-04-07,VT,29,23,33
2020-04-07,WA,641,429,265
2020-04-07,WI,,92,198
2020-04-07,WV,,4,67
2020-04-07,WY,,0,6
2020-04-06,AK,,6,6
2020-04-06,AL,,50,172
2020-04-06,AR,74,16,45
2020-04-06,AS,,0,0
2020-04-06,AZ,,65,187
2020-04-06,CA,2509,343,898
2020-04-06,CO,786,140,385
2020-04-06,CT,1221,206,1231
2020-04-06,DC,,24,99
2020-04-06,DE,101,24,0
2020-04-06,FL,,236,1173
2020-04-06,GA,,229,667
2020-04-06,GU,21,4,1
2020-04-06,HI,,4,20
2020-04-06,IA,99,25,78
2020-04-06,ID,62,10,24
2020-04-06,IL,,307,1006
2020-04-06,IN,,139,533
2020-04-06,KS,,25,98
2020-04-06,KY,,45,38
2020-04-06,LA,1981,512,1857
2020-04-06,MA,1667,448,1337
2020-04-06,MD,,138,436
2020-04-06,ME,,10,29
2020-04-06,MI,,1291,1327
2020-04-06,MN,115,30,113
2020-04-06,MO,439,39,355
2020-04-06,MP,,1,0
2020-04-06,MS,,51,100
2020-04-06,MT,,6,13
2020-04-06,NC,270,33,285
2020-04-06,ND,19,3,18
2020-04-06,NE,,8,46
2020-04-06,NH,,9,48
2020-04-06,NJ,6390,1003,3585
2020-04-06,NM,45,12,81
2020-04-06,NV,,79,117
2020-04-06,NY,16837,4758,8658
2020-04-06,OH,,142,407
2020-04-06,OK,161,51,75
2020-04-06,OR,,27,64
2020-04-06,PA,,162,1470
2020-04-06,PR,,21,38
2020-04-06,RI,109,27,206
2020-04-06,SC,,44,0
2020-04-06,SD,,4,48
2020-04-06,TN,834,65,169
2020-04-06,TX,1153,140,464
2020-04-06,UT,,13,70
2020-04-06,VA,,54,241
2020-04-06,VI,,1,1
2020-04-06,VT,28,23,32
2020-04-06,WA,638,407,329
2020-04-06,WI,,77,223
2020-04-06,WV,,4,21
2020-04-06,WY,,0,13
2020-04-05,AK,,6,14
2020-04-05,AL,,45,216
2020-04-05,AR,67,16,87
2020-04-05,AS,,0,0
2020-04-05,AZ,,64,250
2020-04-05,CA,2398,319,1412
2020-04-05,CO,783,126,392
2020-04-05,CT,1142,189,399
2020-04-05,DC,,22,96
2020-04-05,DE,101,19,80
2020-04-05,FL,,218,1040
2020-04-05,GA,,211,487
2020-04-05,GU,21,4,19
2020-04-05,HI,,4,32
2020-04-05,IA,91,22,82
2020-04-05,ID,51,10,64
2020-04-05,IL,,274,899
2020-04-05,IN,,127,458
2020-04-05,KS,,22,49
2020-04-05,KY,,40,86
2020-04-05,LA,1803,477,514
2020-04-05,MA,1632,370,765
2020-04-05,MD,,122,484
2020-04-05,ME,,10,14
2020-04-05,MI,,1150,877
2020-04-05,MN,106,29,59
2020-04-05,MO,424,34,76
2020-04-05,MP,,1,0
2020-04-05,MS,,43,183
2020-04-05,MT,,6,21
2020-04-05,NC,261,31,183
2020-04-05,ND,20,3,21
2020-04-05,NE,,8,42
2020-04-05,NH,,9,81
2020-04-05,NJ,4000,917,3381
2020-04-05,NM,37,11,48
2020-04-05,NV,,76,94
2020-04-05,NY,16479,4159,8327
2020-04-05,OH,,119,304
2020-04-05,OK,,46,93
2020-04-05,OR,,27,69
2020-04-05,PA,,150,1493
2020-04-05,PR,,20,23
2020-04-05,RI,103,25,182
2020-04-05,SC,,44,132
2020-04-05,SD,,2,28
2020-04-05,TN,637,44,312
2020-04-05,TX,827,127,702
2020-04-05,UT,,8,177
2020-04-05,VA,,51,230
2020-04-05,VI,,1,2
2020-04-05,VT,29,22,31
2020-04-05,WA,581,386,221
2020-04-05,WI,,68,167
2020-04-05,WV,,3,42
2020-04-05,WY,,0,10
2020-04-04,AK,,5,14
2020-04-04,AL,,43,148
2020-04-04,AR,72,14,39
2020-04-04,AS,,0,0
2020-04-04,AZ,,52,250
2020-04-04,CA,2300,276,1325
2020-04-04,CO,777,111,445
2020-04-04,CT,1033,165,362
2020-04-04,DC,,21,145
2020-04-04,DE,95,17,143
2020-04-04,FL,,191,1526
2020-04-04,GA,,201,329
2020-04-04,GU,20,4,9
2020-04-04,HI,,3,34
2020-04-04,IA,85,14,87
2020-04-04,ID,53,10,122
2020-04-04,IL,,243,1453
2020-04-04,IN,,116,516
2020-04-04,KS,,21,78
2020-04-04,KY,,37,61
2020-04-04,LA,1726,409,2199
2020-04-04,MA,1370,304,1334
2020-04-04,MD,,101,367
2020-04-04,ME,,10,24
2020-04-04,MI,,1030,1002
2020-04-04,MN,95,24,39
2020-04-04,MO,413,24,178
2020-04-04,MP,,1,0
2020-04-04,MS,,35,97
2020-04-04,MT,,5,22
2020-04-04,NC,271,24,309
2020-04-04,ND,,3,13
2020-04-04,NE,,6,42
2020-04-04,NH,,7,61
2020-04-04,NJ,4000,846,4229
2020-04-04,NM,41,10,92
2020-04-04,NV,,70,228
2020-04-04,NY,15905,3565,10841
2020-04-04,OH,,102,427
2020-04-04,OK,,42,171
2020-04-04,OR,,26,100
2020-04-04,PA,,136,1597
2020-04-04,PR,,18,74
2020-04-04,RI,93,17,137
2020-04-04,SC,,40,363
2020-04-04,SD,,2,25
2020-04-04,TN,601,43,254
2020-04-04,TX,196,105,780
2020-04-04,UT,,8,182
2020-04-04,VA,,52,395
2020-04-04,VI,,,2
2020-04-04,VT,29,20,52
2020-04-04,WA,574,365,247
2020-04-04,WI,,56,213
2020-04-04,WV,,2,45
2020-04-04,WY,,0,25
2020-04-03,AK,,3,14
2020-04-03,AL,,35,199
2020-04-03,AR,71,12,61
2020-04-03,AS,,0,0
2020-04-03,AZ,,41,171
2020-04-03,CA,2188,237,1510
2020-04-03,CO,739,97,386
2020-04-03,CT,909,131,1090
2020-04-03,DC,,15,104
2020-04-03,DE,63,17,57
2020-04-03,FL,,163,1575
2020-04-03,GA,,184,483
2020-04-03,GU,19,4,2
2020-04-03,HI,,2,27
2020-04-03,IA,80,11,85
2020-04-03,ID,45,9,222
2020-04-03,IL,,210,1209
2020-04-03,IN,,102,398
2020-04-03,KS,,17,68
2020-04-03,KY,,31,90
2020-04-03,LA,1707,370,1147
2020-04-03,MA,,265,1436
2020-04-03,MD,,84,427
2020-04-03,ME,,9,56
2020-04-03,MI,,918,1203
2020-04-03,MN,86,22,63
2020-04-03,MO,,19,279
2020-04-03,MP,,1,0
2020-04-03,MS,,29,181
2020-04-03,MT,,5,16
2020-04-03,NC,184,19,236
2020-04-03,ND,,3,14
2020-04-03,NE,,6,33
2020-04-03,NH,,5,64
2020-04-03,NJ,3016,646,4305
2020-04-03,NM,31,7,40
2020-04-03,NV,,59,56
2020-04-03,NY,14810,2935,10482
2020-04-03,OH,,91,410
2020-04-03,OK,171,38,109
2020-04-03,OR,188,22,73
2020-04-03,PA,,102,1404
2020-04-03,PR,,15,62
2020-04-03,RI,77,14,101
2020-04-03,SC,,31,0
2020-04-03,SD,,2,22
2020-04-03,TN,625,37,222
2020-04-03,TX,196,90,661
2020-04-03,UT,,7,172
2020-04-03,VA,,46,306
2020-04-03,VI,,,5
2020-04-03,VT,29,17,70
2020-04-03,WA,,338,284
2020-04-03,WI,,37,223
2020-04-03,WV,,2,20
2020-04-03,WY,,0,12
2020-04-02,AK,,3,10
2020-04-02,AL,,32,156
2020-04-02,AR,66,12,59
2020-04-02,AS,,0,0
2020-04-02,AZ,,32,185
2020-04-02,CA,1922,203,1036
2020-04-02,CO,698,80,376
2020-04-02,CT,827,112,267
2020-04-02,DC,,12,67
2020-04-02,DE,56,16,25
2020-04-02,FL,,128,1055
2020-04-02,GA,,163,710
2020-04-02,GU,19,3,5
2020-04-02,HI,,1,50
2020-04-02,IA,74,11,65
2020-04-02,ID,49,9,144
2020-04-02,IL,,157,715
2020-04-02,IN,,78,474
2020-04-02,KS,,13,70
2020-04-02,KY,,20,89
2020-04-02,LA,1639,310,2726
2020-04-02,MA,,229,1228
2020-04-02,MD,,64,346
2020-04-02,ME,,7,32
2020-04-02,MI,,801,1130
2020-04-02,MN,75,18,83
2020-04-02,MO,,19,253
2020-04-02,MP,,1,2
2020-04-02,MS,,26,104
2020-04-02,MT,,5,19
2020-04-02,NC,184,16,273
2020-04-02,ND,,3,17
2020-04-02,NE,,5,36
2020-04-02,NH,,4,0
2020-04-02,NJ,2000,537,3335
2020-04-02,NM,31,6,48
2020-04-02,NV,,51,179
2020-04-02,NY,13383,2373,8669
2020-04-02,OH,,81,355
2020-04-02,OK,182,34,160
2020-04-02,OR,134,21,90
2020-04-02,PA,,90,1211
2020-04-02,PR,,12,30
2020-04-02,RI,72,12,62
2020-04-02,SC,,31,261
2020-04-02,SD,,2,36
2020-04-02,TN,656,32,162
2020-04-02,TX,196,70,672
2020-04-02,UT,,7,62
2020-04-02,VA,246,41,222
2020-04-02,VI,,,3
2020-04-02,VT,29,17,31
2020-04-02,WA,,310,332
2020-04-02,WI,,31,219
2020-04-02,WV,,2,26
2020-04-02,WY,,0,20
2020-04-01,AK,,3,14
2020-04-01,AL,,26,96
2020-04-01,AR,56,10,61
2020-04-01,AS,,0,0
2020-04-01,AZ,,29,124
2020-04-01,CA,1855,171,673
2020-04-01,CO,574,69,339
2020-04-01,CT,766,85,429
2020-04-01,DC,,11,91
2020-04-01,DE,51,13,49
2020-04-01,FL,,87,617
2020-04-01,GA,,139,709
2020-04-01,GU,19,3,8
2020-04-01,HI,,1,4
2020-04-01,IA,63,9,52
2020-04-01,ID,49,9,110
2020-04-01,IL,,141,986
2020-04-01,IN,,65,406
2020-04-01,KS,,10,54
2020-04-01,KY,,17,111
2020-04-01,LA,1498,273,1187
2020-04-01,MA,,187,1118
2020-04-01,MD,,52,325
2020-04-01,ME,,7,41
2020-04-01,MI,,676,1592
2020-04-01,MN,54,17,57
2020-04-01,MO,,18,254
2020-04-01,MP,,,4
2020-04-01,MS,,22,136
2020-04-01,MT,,5,24
2020-04-01,NC,204,10,86
2020-04-01,ND,,3,16
2020-04-01,NE,,4,38
2020-04-01,NH,,4,101
2020-04-01,NJ,2000,355,3559
2020-04-01,NM,24,5,34
2020-04-01,NV,,45,166
2020-04-01,NY,12226,1941,7917
2020-04-01,OH,,65,348
2020-04-01,OK,174,30,154
2020-04-01,OR,132,18,46
2020-04-01,PA,,74,962
2020-04-01,PR,,11,47
2020-04-01,RI,60,10,100
2020-04-01,SC,,26,210
2020-04-01,SD,,2,21
2020-04-01,TN,486,24,444
2020-04-01,TX,196,58,731
2020-04-01,UT,,7,125
2020-04-01,VA,,34,234
2020-04-01,VI,,,0
2020-04-01,VT,30,16,39
2020-04-01,WA,,282,438
2020-04-01,WI,,24,236
2020-04-01,WV,,1,29
2020-04-01,WY,,0,21
2020-03-31,AK,,3,5
2020-03-31,AL,,13,122
2020-03-31,AR,64,8,50
2020-03-31,AS,,0,0
2020-03-31,AZ,,24,132
2020-03-31,CA,1617,153,1035
2020-03-31,CO,503,51,0
2020-03-31,CT,608,69,557
2020-03-31,DC,,9,94
2020-03-31,DE,57,12,55
2020-03-31,FL,,77,865
2020-03-31,GA,,111,1120
2020-03-31,GU,19,2,11
2020-03-31,HI,,,29
2020-03-31,IA,61,7,73
2020-03-31,ID,45,7,105
2020-03-31,IL,,99,937
2020-03-31,IN,,49,373
2020-03-31,KS,,9,60
2020-03-31,KY,,11,41
2020-03-31,LA,1355,239,1212
2020-03-31,MA,,153,868
2020-03-31,MD,,43,247
2020-03-31,ME,,5,28
2020-03-31,MI,,551,1291
2020-03-31,MN,56,12,93
2020-03-31,MO,,14,296
2020-03-31,MP,,,0
2020-03-31,MS,,20,90
2020-03-31,MT,,4,13
2020-03-31,NC,157,8,191
2020-03-31,ND,,3,17
2020-03-31,NE,,3,27
2020-03-31,NH,,3,0
2020-03-31,NJ,2000,267,2060
2020-03-31,NM,22,4,44
2020-03-31,NV,,37,105
2020-03-31,NY,10929,1550,9298
2020-03-31,OH,,55,266
2020-03-31,OK,,23,84
2020-03-31,OR,132,18,84
2020-03-31,PA,,63,756
2020-03-31,PR,,8,65
2020-03-31,RI,59,8,73
2020-03-31,SC,,22,158
2020-03-31,SD,,1,7
2020-03-31,TN,9,23,405
2020-03-31,TX,196,41,389
2020-03-31,UT,,5,81
2020-03-31,VA,,27,230
2020-03-31,VI,,,0
2020-03-31,VT,21,13,27
2020-03-31,WA,,262,311
2020-03-31,WI,,16,163
2020-03-31,WV,,1,36
2020-03-31,WY,,0,15
2020-03-30,AK,,3,12
2020-03-30,AL,,6,53
2020-03-30,AR,62,7,47
2020-03-30,AS,,0,0
2020-03-30,AZ,,20,238
2020-03-30,CA,1432,133,739
2020-03-30,CO,358,51,566
2020-03-30,CT,517,36,578
2020-03-30,DC,,9,59
2020-03-30,DE,45,11,32
2020-03-30,FL,,63,1227
2020-03-30,GA,,87,158
2020-03-30,GU,19,1,2
2020-03-30,HI,,,24
2020-03-30,IA,51,6,88
2020-03-30,ID,42,6,49
2020-03-30,IL,,73,461
2020-03-30,IN,,35,272
2020-03-30,KS,,8,49
2020-03-30,KY,,9,45
2020-03-30,LA,1185,185,485
2020-03-30,MA,,124,797
2020-03-30,MD,,35,174
2020-03-30,ME,,3,22
2020-03-30,MI,,437,1579
2020-03-30,MN,56,10,98
2020-03-30,MO,,13,193
2020-03-30,MP,,,0
2020-03-30,MS,,16,89
2020-03-30,MT,,4,17
2020-03-30,NC,137,6,267
2020-03-30,ND,,2,11
2020-03-30,NE,,2,37
2020-03-30,NH,,3,100
2020-03-30,NJ,2000,198,3250
2020-03-30,NM,22,2,0
2020-03-30,NV,,32,270
2020-03-30,NY,9517,1218,6984
2020-03-30,OH,,39,280
2020-03-30,OK,,17,52
2020-03-30,OR,132,16,58
2020-03-30,PA,,49,693
2020-03-30,PR,,6,47
2020-03-30,RI,41,4,78
2020-03-30,SC,,18,151
2020-03-30,SD,,1,11
2020-03-30,TN,,13,297
2020-03-30,TX,,34,325
2020-03-30,UT,,4,87
2020-03-30,VA,,25,130
2020-03-30,VI,,,7
2020-03-30,VT,,12,37
2020-03-30,WA,,248,405
2020-03-30,WI,,14,146
2020-03-30,WV,,1,13
2020-03-30,WY,,0,8
2020-03-29,AK,,2,17
2020-03-29,AL,,4,110
2020-03-29,AR,43,6,22
2020-03-29,AS,,0,0
2020-03-29,AZ,,17,46
2020-03-29,CA,1034,123,1065
2020-03-29,CO,332,44,327
2020-03-29,CT,404,34,702
2020-03-29,DC,,5,38
2020-03-29,DE,33,10,18
2020-03-29,FL,,56,483
2020-03-29,GA,,80,285
2020-03-29,GU,15,1,1
2020-03-29,HI,,,31
2020-03-29,IA,51,4,38
2020-03-29,ID,35,5,31
2020-03-29,IL,,65,1105
2020-03-29,IN,,32,282
2020-03-29,KS,,6,58
2020-03-29,KY,,9,92
2020-03-29,LA,1127,151,225
2020-03-29,MA,,99,698
2020-03-29,MD,,24,247
2020-03-29,ME,,3,42
2020-03-29,MI,,351,919
2020-03-29,MN,39,9,38
2020-03-29,MO,,10,0
2020-03-29,MP,,,0
2020-03-29,MS,,14,95
2020-03-29,MT,,1,25
2020-03-29,NC,91,4,105
2020-03-29,ND,,1,15
2020-03-29,NE,,2,12
2020-03-29,NH,,2,27
2020-03-29,NJ,2000,161,2262
2020-03-29,NM,19,2,46
2020-03-29,NV,,28,117
2020-03-29,NY,8503,965,7195
2020-03-29,OH,,29,247
2020-03-29,OK,,16,52
2020-03-29,OR,107,13,69
2020-03-29,PA,,38,643
2020-03-29,PR,,5,27
2020-03-29,RI,35,3,105
2020-03-29,SC,,16,235
2020-03-29,SD,,1,22
2020-03-29,TN,,7,164
2020-03-29,TX,,34,500
2020-03-29,UT,,2,117
2020-03-29,VA,,22,151
2020-03-29,VI,,,1
2020-03-29,VT,,12,22
2020-03-29,WA,,237,318
2020-03-29,WI,,13,142
2020-03-29,WV,,0,17
2020-03-29,WY,,0,4
2020-03-28,AK,,2,16
2020-03-28,AL,,3,109
2020-03-28,AR,48,5,23
2020-03-28,AS,,0,0
2020-03-28,AZ,,15,137
2020-03-28,CA,1034,101,764
2020-03-28,CO,307,31,304
2020-03-28,CT,173,27,0
2020-03-28,DC,,4,37
2020-03-28,DE,31,9,51
2020-03-28,FL,,54,998
2020-03-28,GA,,69,365
2020-03-28,GU,15,1,4
2020-03-28,HI,,,14
2020-03-28,IA,46,3,63
2020-03-28,ID,38,4,41
2020-03-28,IL,,47,465
2020-03-28,IN,,31,251
2020-03-28,KS,,5,59
2020-03-28,KY,,8,54
2020-03-28,LA,927,137,569
2020-03-28,MA,,72,1007
2020-03-28,MD,,17,218
2020-03-28,ME,,1,43
2020-03-28,MI,,283,1066
2020-03-28,MN,30,5,47
2020-03-28,MO,,10,169
2020-03-28,MP,,,2
2020-03-28,MS,,13,84
2020-03-28,MT,,1,21
2020-03-28,NC,87,4,172
2020-03-28,ND,,1,18
2020-03-28,NE,,2,11
2020-03-28,NH,,2,29
2020-03-28,NJ,2000,140,2299
2020-03-28,NM,17,1,55
2020-03-28,NV,,25,86
2020-03-28,NY,7328,728,7683
2020-03-28,OH,,25,269
2020-03-28,OK,,15,55
2020-03-28,OR,107,13,65
2020-03-28,PA,,34,533
2020-03-28,PR,,3,21
2020-03-28,RI,29,,64
2020-03-28,SC,,13,83
2020-03-28,SD,,1,10
2020-03-28,TN,,6,170
2020-03-28,TX,,27,321
2020-03-28,UT,,2,122
2020-03-28,VA,,17,135
2020-03-28,VI,,,3
2020-03-28,VT,,12,21
2020-03-28,WA,,220,321
2020-03-28,WI,,13,165
2020-03-28,WV,,0,20
2020-03-28,WY,,0,12
2020-03-27,AK,,1,10
2020-03-27,AL,,3,81
2020-03-27,AR,48,3,46
2020-03-27,AS,,0,0
2020-03-27,AZ,,13,159
2020-03-27,CA,746,78,873
2020-03-27,CO,278,24,344
2020-03-27,CT,173,27,279
2020-03-27,DC,,3,36
2020-03-27,DE,15,5,33
2020-03-27,FL,,34,410
2020-03-27,GA,,64,476
2020-03-27,GU,13,1,6
2020-03-27,HI,,,11
2020-03-27,IA,32,3,56
2020-03-27,ID,31,3,66
2020-03-27,IL,,34,488
2020-03-27,IN,,24,336
2020-03-27,KS,,4,34
2020-03-27,KY,,6,50
2020-03-27,LA,773,119,441
2020-03-27,MA,,57,833
2020-03-27,MD,,10,194
2020-03-27,ME,,1,13
2020-03-27,MI,,212,1324
2020-03-27,MN,34,4,75
2020-03-27,MO,,8,167
2020-03-27,MP,,0,0
2020-03-27,MS,,8,94
2020-03-27,MT,,,37
2020-03-27,NC,77,3,127
2020-03-27,ND,,0,13
2020-03-27,NE,,0,12
2020-03-27,NH,,1,21
2020-03-27,NJ,2000,108,1949
2020-03-27,NM,,1,24
2020-03-27,NV,,21,115
2020-03-27,NY,6481,519,7377
2020-03-27,OH,,19,270
2020-03-27,OK,,8,74
2020-03-27,OR,91,12,87
2020-03-27,PA,,22,531
2020-03-27,PR,,3,15
2020-03-27,RI,28,,31
2020-03-27,SC,,9,0
2020-03-27,SD,,1,12
2020-03-27,TN,,6,246
2020-03-27,TX,,23,335
